saqa_id;name;type;field_study;subfield_study
100772;Diploma in Geomatics;Diploma (Min 360);Physical Planning and Construction;Civil Engineering Construction
104758;Postgraduate Diploma in Advanced Midwifery and Neonatal Care;Postgraduate Diploma;Health Sciences and Social Services;Promotive Health and Developmental Services
19671;Master of Military Science;Master's Degree;Law, Military Science and Security;Safety in Society
14310;Postgraduate Diploma: Forensic Accounting and Fraud Examination;Postgraduate Diploma;Business, Commerce and Management Studies;Finance, Economics and Accounting
86926;Bachelor of Arts Honours: International Relations;Honours Degree;Human and Social Studies;Public Policy, Politics and Democratic Citizenship
16527;Doctor of Medicine: Internal Medicine;Doctoral Degree;Health Sciences and Social Services;Curative Health
94705;Bachelor of Commerce in Business Innovation;National First Degree;Business, Commerce and Management Studies;Generic Management
100794;Diploma in Language Practice and Media Studies;Diploma (Min 360);Communication Studies and Language;Language
99510;Occupational Certificate: Child and Youth Care Worker;Occupational Certificate;Health Sciences and Social Services;Promotive Health and Developmental Services
66312;National Certificate: Lumber Milling;National Certificate;Agriculture and Nature Conservation;Forestry and Wood Technology
73760;Bachelor of Commerce Honours in Employment Relations;Honours Degree;Business, Commerce and Management Studies;Human Resources
5511;Diploma: Specialised Education: Media Centre Science;National Diploma;Education, Training and Development;Higher Education and Training
78607;National Higher Certificate: Financial Information Systems;National Higher Certificate;Business, Commerce and Management Studies;Finance, Economics and Accounting
94554;Bachelor of Education in Senior Phase and Further Education and Training Teaching;National First Degree;Education, Training and Development;Schooling
87072;Bachelor of Science Honours in Zoology;Honours Degree;Physical, Mathematical, Computer and Life Sciences;Physical Sciences
100982;Diploma in Geology;Diploma (Min 360);Physical, Mathematical, Computer and Life Sciences;Earth and Space Sciences
94827;Master of Philosophy in Vascular Surgery;Master's Degree;Health Sciences and Social Services;Curative Health
99261;Bachelor of Audiology;National First Degree(Min 480);Health Sciences and Social Services;Preventive Health
83887;Master of Technology: Operations Management;Master's Degree;Business, Commerce and Management Studies;Generic Management
101104;Bachelor of Commerce in Business Informatics;National First Degree;Business, Commerce and Management Studies;Finance, Economics and Accounting
109106;Master of Science in Periodontology;Master's Degree;Health Sciences and Social Services;Curative Health
5883;Bachelor of Primary Education: Early Childhood Development;National First Degree;Education, Training and Development;Early Childhood Development
19325;Master of Science in Zoology;Master's Degree;Physical, Mathematical, Computer and Life Sciences;Life Sciences
10369;Certificate: Auxiliary Nursing;National Certificate;Health Sciences and Social Services;Curative Health
103103;Higher Certificate in Social Media and Communication;Higher Certificate;Business, Commerce and Management Studies;Marketing
73983;Master of Commerce in Sport Management;Master's Degree;Culture and Arts;Sport
74390;Diploma: Theology;Advanced Certificate;Human and Social Studies;Religious and Ethical Foundations of Society
15546;Bachelor of Education: Languages: FET;National First Degree;Education, Training and Development;Schooling
50021;Further Education and Training Certificate: Inspection and Assessment (Non-Metallics);Further Ed and Training Cert;Manufacturing, Engineering and Technology;Manufacturing and Assembly
87164;Master of Architecture;Master's Degree;Physical Planning and Construction;Physical Planning, Design and Management
73209;National Diploma: Club Professional Golfing;National Diploma;Culture and Arts;Sport
59751;Certificate: Local Government Accounting;National Certificate;Business, Commerce and Management Studies;Finance, Economics and Accounting
50333;National Diploma: Occupationally Directed Education, Training and Development Practices;National Diploma;Education, Training and Development;Adult Learning
91760;Master of Philosophy in Advanced Hepatology and Transplantation;Master's Degree;Health Sciences and Social Services;Curative Health
97754;Higher Certificate in Financial Products;Higher Certificate;Business, Commerce and Management Studies;Finance, Economics and Accounting
50204;Diploma in Metropolitan and Traffic Policing;National Diploma;Law, Military Science and Security;Justice in Society
48738;Doctor of Philosophy: Architecture;Doctoral Degree;Physical Planning and Construction;Physical Planning, Design and Management
78508;Postgraduate Diploma: Maritime Transport;Postgraduate Diploma;Law, Military Science and Security;Justice in Society
9923;Master of Medicine in Cardiothoracic Surgery;Master's Degree;Health Sciences and Social Services;Curative Health
14329;Master of Science in Environment and Society;Master's Degree;Physical, Mathematical, Computer and Life Sciences;Environmental Sciences
9137;Bachelor of Music Honours;Honours Degree;Culture and Arts;Music
80086;Master of Indigenous Knowledge Systems;Master's Degree;Human and Social Studies;Rural and Agrarian Studies
94021;Occupational Certificate: Mechanical Fitter;Occupational Certificate;Manufacturing, Engineering and Technology;Engineering and Related Design
61596;National Diploma: Food and Beverage Management;National Diploma;Services;Hospitality, Tourism, Travel, Gaming and Leisure
7081;Bachelor of Arts: Fine Arts;National First Degree;Culture and Arts;Performing Arts
14351;Doctor of Philosophy: Environmental Studies;Doctoral Degree;Physical, Mathematical, Computer and Life Sciences;Environmental Sciences
80730;Bachelor of Commerce;National First Degree;Business, Commerce and Management Studies;Finance, Economics and Accounting
96415;Higher Certificate in Business Studies;Higher Certificate;Business, Commerce and Management Studies;Generic Management
88898;Higher Certificate: Events Management;Higher Certificate;Services;Hospitality, Tourism, Travel, Gaming and Leisure
9173;Master of Arts in Drama and Theatre Arts;Master's Degree;Culture and Arts;Performing Arts
78608;National Higher Certificate: Multimedia;National Higher Certificate;Culture and Arts;Design Studies
9757;Bachelor of Medical Science Honours in Haematology;Honours Degree;Health Sciences and Social Services;Curative Health
101861;Master of Arts in Bible Translation;Master's Degree;Human and Social Studies;Religious and Ethical Foundations of Society
67129;National Certificate: N1 Technical Dyer/Printer/Finisher;National N Certificate;Manufacturing, Engineering and Technology;Fabrication and Extraction
73917;Doctor of Philosophy: Sport Science;Doctoral Degree;Culture and Arts;Sport
15123;Bachelor of Agriculture Honours: Crop: Horticulture Production: Agricultural Extension;Honours Degree;Agriculture and Nature Conservation;Primary Agriculture
88262;Diploma: Audio Technology;Diploma (Min 360);Communication Studies and Language;Information Studies
67304;National Certificate: N2 Business Studies;National N Certificate;Business, Commerce and Management Studies;Generic Management
94158;Diploma in Visual Communication;Diploma (Min 360);Culture and Arts;Visual Arts
109235;Advanced Diploma in Catering Management;Advanced Diploma;Services;Hospitality, Tourism, Travel, Gaming and Leisure
23235;National Certificate: Business Studies: Administration: FET Phase;National Certificate;Business, Commerce and Management Studies;Generic Management
7361;Master of Medicine: Community Health;Master's Degree;Health Sciences and Social Services;Promotive Health and Developmental Services
96886;Doctor of Policing;Doctoral Degree;Law, Military Science and Security;Justice in Society
20928;Doctor of Philosophy: Physical: Mathematical: Computer and Life Sciences;Doctoral Degree;Physical, Mathematical, Computer and Life Sciences;Physical Sciences
50309;Further Education and Training Certificate: Environmental Practice;Further Ed and Training Cert;Physical, Mathematical, Computer and Life Sciences;Environmental Sciences
71709;National Certificate: Auxiliary Nursing;National Certificate;Health Sciences and Social Services;Curative Health
83907;Doctor of Philosophy: Leadership in Performance and Change;Doctoral Degree;Human and Social Studies;Industrial & Organisational Governance and Human Resource Development
